tweet_id,timestamp,text,name,rating_numerator,rating_denominator,stage,jpg_url,image_number,First_prediction_confident,First_prediction_breed,Second_prediction_confident,Second_prediction_breed,Third_prediction_confident,Third_prediction_breed,First_prediction,Second_prediction,Third_prediction,retweet_count,favorite_count
884162670584377345,2017-07-09,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,12.0,10.0,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,0.707046,True,0.199396,True,0.0491476,True,German_shepherd,Malinois,Norwegian_elkhound,2450.0,17391.0
883838122936631299,2017-07-09,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,12.0,10.0,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,0.610946,True,0.299603,True,0.0630203,True,Doberman,Miniature_pinscher,Kelpie,2798.0,18553.0
883482846933004288,2017-07-08,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,13.5,10.0,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,0.943082,True,0.032409,True,0.00550072,True,Golden_retriever,Labrador_retriever,Kuvasz,8085.0,38963.0
883360690899218434,2017-07-07,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,13.0,10.0,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,0.987997,True,0.00709872,True,0.00214033,True,Chow,Tibetan_mastiff,Newfoundland,3013.0,19334.0
883117836046086144,2017-07-07,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,13.0,10.0,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,0.949562,True,0.0459479,True,0.00247094,True,Golden_retriever,Labrador_retriever,Kuvasz,5423.0,31565.0
882992080364220416,2017-07-06,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,13.0,10.0,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,0.4667779999999999,True,0.406044,True,0.0734143999999999,False,Eskimo_dog,Siberian_husky,Dingo,3179.0,20377.0
882762694511734784,2017-07-06,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,12.0,10.0,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,0.85005,True,0.074257,True,0.0155793999999999,True,Labrador_retriever,Chesapeake_bay_retriever,Flat-coated_retriever,4020.0,24087.0
882627270321602560,2017-07-05,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,13.0,10.0,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,0.542982,True,0.251988,True,0.107699,True,Pembroke,Chihuahua,Cardigan,4954.0,23849.0
882268110199369728,2017-07-04,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,13.0,10.0,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,0.762211,True,0.0989848999999999,True,0.0171995,True,Golden_retriever,Labrador_retriever,Cocker_spaniel,9386.0,38143.0
882045870035918850,2017-07-04,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,13.0,10.0,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,0.949591,False,0.0173258,False,0.00694063,True,Web_site,Dhole,Golden_retriever,3988.0,24934.0
881906580714921986,2017-07-03,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,12.0,10.0,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,0.291539,True,0.278966,True,0.127017,False,Weimaraner,Chesapeake_bay_retriever,Koala,2787.0,20781.0
881666595344535552,2017-07-03,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,13.0,10.0,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,0.529012,True,0.250003,True,0.160739,True,Saluki,Afghan_hound,Golden_retriever,8740.0,43193.0
881536004380872706,2017-07-02,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,14.0,10.0,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,0.281463,True,0.272066,False,0.114854,False,Samoyed,Angora,Persian_cat,13105.0,42155.0
881268444196462592,2017-07-01,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,12.0,10.0,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,0.473303,False,0.245646,False,0.0556607,False,Tusker,Indian_elephant,Ibex,4368.0,19803.0
880935762899988482,2017-06-30,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,13.0,10.0,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,0.251801,False,0.115123,False,0.0695338,False,Street_sign,Umbrella,Traffic_light,2278.0,14547.0
880872448815771648,2017-06-30,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,12.0,10.0,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,0.791416,True,0.0613929,True,0.0337257,True,Pembroke,Norwich_terrier,Chihuahua,3147.0,18161.0
880465832366813184,2017-06-29,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,12.0,10.0,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,0.913255,True,0.0263286,True,0.00937082,True,Golden_retriever,Labrador_retriever,Cocker_spaniel,5109.0,24316.0
880221127280381952,2017-06-29,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,12.0,10.0,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,0.238525,True,0.104256,False,0.0525802999999999,True,Chihuahua,Meerkat,Clumber,3395.0,22956.0
880095782870896641,2017-06-28,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,11.0,10.0,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,0.120298,True,0.106395,True,0.106073,True,Miniature_pinscher,Rhodesian_ridgeback,Beagle,3570.0,23550.0
879862464715927552,2017-06-28,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,13.0,10.0,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,0.813507,True,0.146654,True,0.00948502,True,Basset,Beagle,Cocker_spaniel,2862.0,19106.0
879492040517615616,2017-06-27,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,12.0,10.0,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,0.479896,True,0.1243529999999999,True,0.0733202,False,German_short-haired_pointer,Vizsla,Bath_towel,2574.0,20057.0
879415818425184262,2017-06-26,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,13.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,0.383404,True,0.134967,True,0.110481,True,English_springer,Boston_bull,Cardigan,36622.0,90311.0
879376492567855104,2017-06-26,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,12.0,10.0,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,0.663601,False,0.0334961,True,0.0188266,True,Tricycle,Labrador_retriever,Pembroke,2605.0,14425.0
879050749262655488,2017-06-25,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,11.0,10.0,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,0.311861,False,0.169123,False,0.132932,False,Tabby,Window_screen,Egyptian_cat,3858.0,19204.0
879008229531029506,2017-06-25,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,13.0,10.0,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,0.960513,True,0.00943065,True,0.0087113,True,Vizsla,Miniature_pinscher,American_staffordshire_terrier,2199.0,16267.0
878776093423087618,2017-06-25,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,13.0,10.0,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,0.734684,True,0.1504869999999999,True,0.0397246,True,Italian_greyhound,Whippet,Ibizan_hound,3359.0,16561.0
878281511006478336,2017-06-23,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,13.0,10.0,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,0.32042,True,0.215975,True,0.1285069999999999,True,Basset,Collie,Appenzeller,1049.0,6577.0
878057613040115712,2017-06-23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,14.0,10.0,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,0.839097,True,0.0787993999999999,True,0.0152433999999999,True,French_bulldog,Boston_bull,Toy_terrier,5603.0,35842.0
877736472329191424,2017-06-22,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,13.0,10.0,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,0.8379559999999999,True,0.0620342,True,0.0405991,True,Chesapeake_bay_retriever,Labrador_retriever,Weimaraner,15481.0,67340.0
877556246731214848,2017-06-21,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,12.0,10.0,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,0.995368,True,0.00193621,True,0.000467919,False,Basset,Welsh_springer_spaniel,Bathtub,3092.0,19294.0
877316821321428993,2017-06-21,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,13.0,10.0,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,0.5099670000000001,True,0.0904973,True,0.0794058,True,Saluki,Italian_greyhound,Golden_retriever,4256.0,23456.0
877201837425926144,2017-06-20,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,12.0,10.0,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,0.93112,True,0.0686982,True,8.17379e-05,True,Pembroke,Cardigan,Basenji,4523.0,23166.0
876838120628539392,2017-06-19,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,12.0,10.0,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,0.575751,True,0.24097,True,0.0889348,True,Bloodhound,Redbone,Tibetan_mastiff,2748.0,17655.0
876484053909872640,2017-06-18,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,13.0,10.0,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,0.874566,True,0.0373542,True,0.0167235999999999,True,Golden_retriever,Irish_terrier,Chow,1957.0,16061.0
876120275196170240,2017-06-17,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,13.0,10.0,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,0.534327,True,0.346312,True,0.0949327,True,Bernese_mountain_dog,Saint_bernard,Greater_swiss_mountain_dog,3826.0,23901.0
875747767867523072,2017-06-16,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,13.0,10.0,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,0.799551,True,0.179975,True,0.0046176,True,Labrador_retriever,Chesapeake_bay_retriever,Vizsla,3512.0,21442.0
875144289856114688,2017-06-15,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,13.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,0.245048,True,0.223716,True,0.160753,False,Siberian_husky,Pembroke,Dingo,4072.0,18843.0
